,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2577,2011,79.9707317073,SP.DYN.LE00.IN,SVN,Slovenia,Europe & Central Asia,High income,Not classified
2578,2012,80.1243902439,SP.DYN.LE00.IN,SVN,Slovenia,Europe & Central Asia,High income,Not classified
2579,2013,80.3219512195,SP.DYN.LE00.IN,SVN,Slovenia,Europe & Central Asia,High income,Not classified
2580,2014,81.0780487805,SP.DYN.LE00.IN,SVN,Slovenia,Europe & Central Asia,High income,Not classified
2581,2015,80.7756097561,SP.DYN.LE00.IN,SVN,Slovenia,Europe & Central Asia,High income,Not classified
2582,2000,67.442,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2583,2001,67.816,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2584,2002,68.175,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2585,2003,68.518,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2586,2004,68.845,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2587,2005,69.158,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2588,2006,69.462,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2589,2007,69.762,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2590,2008,70.063,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2591,2009,70.366,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2592,2010,70.674,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2593,2011,70.985,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2594,2012,71.296,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2595,2013,71.601,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2596,2014,71.896,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2597,2015,72.173,SP.DYN.LE00.IN,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2598,2000,50.869,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2599,2001,51.213,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2600,2002,51.492,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2601,2003,51.762,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2602,2004,52.043,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2603,2005,52.346,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2604,2006,52.669,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2605,2007,52.998,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2606,2008,53.326,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2607,2009,53.654,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2608,2010,53.99,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2609,2011,54.342,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2610,2012,54.713,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2611,2013,55.104,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2612,2014,55.509,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2613,2015,55.92,SP.DYN.LE00.IN,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2614,2000,56.048,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2615,2001,55.089,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2616,2002,54.31,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2617,2003,53.749,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2618,2004,53.444,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2619,2005,53.447,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2620,2006,53.795,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2621,2007,54.452,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2622,2008,55.36,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2623,2009,56.46,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2624,2010,57.669,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2625,2011,58.895,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2626,2012,60.06,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2627,2013,61.099,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2628,2014,61.968,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2629,2015,62.649,SP.DYN.LE00.IN,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2630,2000,49.166,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2631,2001,49.592,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2632,2002,50.05,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2633,2003,50.55,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2634,2004,51.095,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2635,2005,51.686,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2636,2006,52.315,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2637,2007,52.96,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2638,2008,53.6,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2639,2009,54.219,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2640,2010,54.8,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2641,2011,55.325,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2642,2012,55.791,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2643,2013,56.2,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2644,2014,56.552,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2645,2015,56.855,SP.DYN.LE00.IN,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2646,2000,78.9658536585,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2647,2001,79.3682926829,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2648,2002,79.5682926829,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2649,2003,79.6195121951,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2650,2004,79.8707317073,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2651,2005,80.1707317073,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2652,2006,80.8219512195,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2653,2007,80.8731707317,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2654,2008,81.1756097561,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2655,2009,81.4756097561,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2656,2010,81.6268292683,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2657,2011,82.4756097561,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2658,2012,82.4268292683,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2659,2013,83.0780487805,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2660,2014,83.2292682927,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2661,2015,82.8317073171,SP.DYN.LE00.IN,ESP,Spain,Europe & Central Asia,High income,Not classified
2662,2000,71.333,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2663,2001,72.233,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2664,2002,73.085,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2665,2003,73.799,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2666,2004,74.337,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2667,2005,74.695,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2668,2006,74.904,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2669,2007,75.037,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2670,2008,75.157,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2671,2009,75.286,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2672,2010,75.439,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2673,2011,75.614,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2674,2012,75.796,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2675,2013,75.974,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2676,2014,76.147,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2677,2015,76.316,SP.DYN.LE00.IN,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2678,2002,71.3365853659,SP.DYN.LE00.IN,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
2679,2000,73.319,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2680,2001,73.486,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2681,2002,73.648,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2682,2003,73.808,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2683,2004,73.966,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2684,2005,74.122,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2685,2006,74.276,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2686,2007,74.426,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2687,2008,74.571,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2688,2009,74.712,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2689,2010,74.852,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2690,2011,74.993,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2691,2012,75.138,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2692,2013,75.286,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2693,2014,75.44,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2694,2015,75.596,SP.DYN.LE00.IN,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2695,2000,76.8731707317,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2696,2001,76.9731707317,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2697,2002,77.1731707317,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2698,2003,77.3731707317,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2699,2004,77.5219512195,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2700,2005,77.6731707317,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2701,2006,77.8731707317,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2702,2007,78.0219512195,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2703,2008,78.2219512195,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2704,2009,78.3731707317,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2705,2010,78.5219512195,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2706,2011,78.7219512195,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2707,2012,78.8731707317,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2708,2013,79.0219512195,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2709,2014,79.1731707317,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2710,2015,79.3219512195,SP.DYN.LE00.IN,MAF,St. Martin (French part),Latin America & Caribbean ,High income,Not classified
2711,2000,70.809,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2712,2001,70.882,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2713,2002,70.977,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2714,2003,71.087,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2715,2004,71.208,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2716,2005,71.331,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2717,2006,71.449,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2718,2007,71.554,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2719,2008,71.643,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2720,2009,71.716,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2721,2010,71.776,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2722,2011,71.827,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2723,2012,71.879,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2724,2013,71.939,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2725,2014,72.01,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2726,2015,72.095,SP.DYN.LE00.IN,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2727,2000,58.472,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2728,2001,58.859,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2729,2002,59.258,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2730,2003,59.67,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2731,2004,60.092,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2732,2005,60.525,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2733,2006,60.969,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2734,2007,61.422,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2735,2008,61.879,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2736,2009,62.33,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2737,2010,62.764,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2738,2011,63.171,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2739,2012,63.542,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2740,2013,63.875,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2741,2014,64.169,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2742,2015,64.429,SP.DYN.LE00.IN,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2743,2000,67.822,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2744,2001,67.913,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2745,2002,68.064,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2746,2003,68.28,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2747,2004,68.555,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2748,2005,68.877,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2749,2006,69.227,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2750,2007,69.579,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2751,2008,69.91,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2752,2009,70.209,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2753,2010,70.465,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2754,2011,70.676,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2755,2012,70.851,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2756,2013,71.002,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2757,2014,71.133,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2758,2015,71.249,SP.DYN.LE00.IN,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2759,2000,79.643902439,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2760,2001,79.7951219512,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2761,2002,79.8463414634,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2762,2003,80.0951219512,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2763,2004,80.4975609756,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2764,2005,80.5463414634,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2765,2006,80.7487804878,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2766,2007,80.9,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2767,2008,81.1,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2768,2009,81.3512195122,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2769,2010,81.4512195122,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2770,2011,81.8024390244,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2771,2012,81.7048780488,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2772,2013,81.956097561,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2773,2014,82.2536585366,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2774,2015,82.2048780488,SP.DYN.LE00.IN,SWE,Sweden,Europe & Central Asia,High income,Not classified
2775,2000,79.6804878049,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2776,2001,80.1804878049,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2777,2002,80.3853658537,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2778,2003,80.5365853659,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2779,2004,81.087804878,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2780,2005,81.2365853659,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2781,2006,81.4902439024,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2782,2007,81.7414634146,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2783,2008,81.9926829268,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2784,2009,82.043902439,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2785,2010,82.2463414634,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2786,2011,82.6951219512,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2787,2012,82.6975609756,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2788,2013,82.7975609756,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2789,2014,83.1975609756,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2790,2015,82.8975609756,SP.DYN.LE00.IN,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2791,2000,73.11,SP.DYN.LE00.IN,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2792,2001,73.371,SP.DYN.LE00.IN,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2793,2002,73.663,SP.DYN.LE00.IN,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2794,2003,73.967,SP.DYN.LE00.IN,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2795,2004,74.25,SP.DYN.LE00.IN,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2796,2005,74.43,SP.DYN.LE00.IN,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
